Filename,size
Stanford_mid_LT_08M_NaCl_2N-R1-Time0_R2.fastq.gz,256M
Stanford_mid_LT_08M_NaCl_2N-R1-Time16_R1.fastq.gz,299M
Stanford_mid_LT_08M_NaCl_2N-R1-Time16_R2.fastq.gz,374M
Stanford_mid_LT_08M_NaCl_2N-R1-Time24_R1.fastq.gz,245M
Stanford_mid_LT_08M_NaCl_2N-R1-Time24_R2.fastq.gz,295M
Stanford_mid_LT_08M_NaCl_2N-R1-Time32_R1.fastq.gz,261M
Stanford_mid_LT_08M_NaCl_2N-R1-Time32_R2.fastq.gz,319M
Stanford_mid_LT_08M_NaCl_2N-R1-Time40_R1.fastq.gz,205M
Stanford_mid_LT_08M_NaCl_2N-R1-Time40_R2.fastq.gz,262M
Stanford_mid_LT_08M_NaCl_2N-R1-Time48_R1.fastq.gz,503M
Stanford_mid_LT_08M_NaCl_2N-R1-Time48_R2.fastq.gz,652M
Stanford_mid_LT_08M_NaCl_2N-R1-Time56_R1.fastq.gz,246M
Stanford_mid_LT_08M_NaCl_2N-R1-Time56_R2.fastq.gz,319M
Stanford_mid_LT_08M_NaCl_2N-R1-Time64_R1.fastq.gz,207M
Stanford_mid_LT_08M_NaCl_2N-R1-Time64_R2.fastq.gz,271M
Stanford_mid_LT_08M_NaCl_2N-R1-Time8_R1.fastq.gz,187M
Stanford_mid_LT_08M_NaCl_2N-R1-Time8_R2.fastq.gz,226M
Stanford_mid_LT_CLM_2N-R1-Time0_R1.fastq.gz,304M
Stanford_mid_LT_CLM_2N-R1-Time0_R2.fastq.gz,370M
Stanford_mid_LT_CLM_2N-R1-Time16_R1.fastq.gz,397M
Stanford_mid_LT_CLM_2N-R1-Time16_R2.fastq.gz,508M
Stanford_mid_LT_CLM_2N-R1-Time32_R1.fastq.gz,71M
Stanford_mid_LT_CLM_2N-R1-Time32_R2.fastq.gz,90M
Stanford_mid_LT_CLM_2N-R1-Time40_R1.fastq.gz,104M
Stanford_mid_LT_CLM_2N-R1-Time40_R2.fastq.gz,132M
Stanford_mid_LT_CLM_2N-R1-Time8_R1.fastq.gz,178M
Stanford_mid_LT_CLM_2N-R1-Time8_R2.fastq.gz,217M
Stanford_mid_LT_GlyEtOH_2N-R1-Time0_R1.fastq.gz,177M
Stanford_mid_LT_GlyEtOH_2N-R1-Time0_R2.fastq.gz,211M
Stanford_mid_LT_GlyEtOH_2N-R1-Time104_R1.fastq.gz,204M
Stanford_mid_LT_GlyEtOH_2N-R1-Time104_R2.fastq.gz,246M
Stanford_mid_LT_GlyEtOH_2N-R1-Time112_R1.fastq.gz,158M
Stanford_mid_LT_GlyEtOH_2N-R1-Time112_R2.fastq.gz,188M
Stanford_mid_LT_GlyEtOH_2N-R1-Time120_R1.fastq.gz,206M
Stanford_mid_LT_GlyEtOH_2N-R1-Time120_R2.fastq.gz,246M
Stanford_mid_LT_GlyEtOH_2N-R1-Time128_R1.fastq.gz,71M
Stanford_mid_LT_GlyEtOH_2N-R1-Time128_R2.fastq.gz,87M
Stanford_mid_LT_GlyEtOH_2N-R1-Time136_R1.fastq.gz,130M
Stanford_mid_LT_GlyEtOH_2N-R1-Time136_R2.fastq.gz,155M
Stanford_mid_LT_GlyEtOH_2N-R1-Time152_R1.fastq.gz,177M
Stanford_mid_LT_GlyEtOH_2N-R1-Time152_R2.fastq.gz,213M
Stanford_mid_LT_GlyEtOH_2N-R1-Time168_R1.fastq.gz,63M
Stanford_mid_LT_GlyEtOH_2N-R1-Time168_R2.fastq.gz,76M
Stanford_mid_LT_GlyEtOH_2N-R1-Time184_R1.fastq.gz,4.3M
Stanford_mid_LT_GlyEtOH_2N-R1-Time184_R2.fastq.gz,5.1M
Stanford_mid_LT_GlyEtOH_2N-R1-Time200_R1.fastq.gz,22M
Stanford_mid_LT_GlyEtOH_2N-R1-Time200_R2.fastq.gz,27M
Stanford_mid_LT_GlyEtOH_2N-R1-Time216_R1.fastq.gz,9.4M
Stanford_mid_LT_GlyEtOH_2N-R1-Time216_R2.fastq.gz,12M
Stanford_mid_LT_GlyEtOH_2N-R1-Time240_R1.fastq.gz,8.1M
Stanford_mid_LT_GlyEtOH_2N-R1-Time240_R2.fastq.gz,9.9M
Stanford_mid_LT_GlyEtOH_2N-R1-Time64_R1.fastq.gz,242M
Stanford_mid_LT_GlyEtOH_2N-R1-Time64_R2.fastq.gz,298M
Stanford_mid_LT_GlyEtOH_2N-R1-Time72_R1.fastq.gz,224M
Stanford_mid_LT_GlyEtOH_2N-R1-Time72_R2.fastq.gz,268M
Stanford_mid_LT_GlyEtOH_2N-R1-Time80_R1.fastq.gz,261M
Stanford_mid_LT_GlyEtOH_2N-R1-Time80_R2.fastq.gz,313M
Stanford_mid_LT_GlyEtOH_2N-R1-Time88_R1.fastq.gz,251M
Stanford_mid_LT_GlyEtOH_2N-R1-Time88_R2.fastq.gz,299M
Stanford_mid_LT_GlyEtOH_2N-R1-Time96_R1.fastq.gz,243M
Stanford_mid_LT_GlyEtOH_2N-R1-Time96_R2.fastq.gz,290M
Stanford_redos_LT_CLM_2N-R1-Time24_R1.fastq.gz,29M
Stanford_redos_LT_CLM_2N-R1-Time24_R2.fastq.gz,30M
Stanford_redos_LT_CLM_2N-R1-Time48_R1.fastq.gz,93M
Stanford_redos_LT_CLM_2N-R1-Time48_R2.fastq.gz,102M
Stanford_redos_LT_CLM_2N-R1-Time56_R1.fastq.gz,128M
Stanford_redos_LT_CLM_2N-R1-Time56_R2.fastq.gz,134M
Stanford_redos_LT_CLM_alpha-R1-Time16_R1.fastq.gz,909M
Stanford_redos_LT_CLM_alpha-R1-Time16_R2.fastq.gz,643M
Stanford_redos_LT_CLM_alpha-R1-Time24_R1.fastq.gz,702M
Stanford_redos_LT_CLM_alpha-R1-Time24_R2.fastq.gz,742M
Stanford_redos_LT_CLM_alpha-R1-Time32_R1.fastq.gz,270M
Stanford_redos_LT_CLM_alpha-R1-Time32_R2.fastq.gz,301M
Stanford_redos_LT_CLM_alpha-R1-Time40_R1.fastq.gz,119M
Stanford_redos_LT_CLM_alpha-R1-Time40_R2.fastq.gz,126M
Stanford_redos_LT_CLM_alpha-R1-Time48_R1.fastq.gz,84M
Stanford_redos_LT_CLM_alpha-R1-Time48_R2.fastq.gz,88M
Stanford_redos_LT_CLM_alpha-R1-Time56_R1.fastq.gz,110M
Stanford_redos_LT_CLM_alpha-R1-Time56_R2.fastq.gz,108M
Stanford_redos_LT_CLM_alpha-R1-Time64_R1.fastq.gz,65M
Stanford_redos_LT_CLM_alpha-R1-Time64_R2.fastq.gz,66M
Stanford_redos_LT_FLC4_2N-R1-Time0_R1.fastq.gz,2.3G
Stanford_redos_LT_FLC4_2N-R1-Time0_R2.fastq.gz,2.4G
Stanford_redos_LT_FLC4_2N-R1-Time16_R1.fastq.gz,501M
Stanford_redos_LT_FLC4_2N-R1-Time16_R2.fastq.gz,538M
Stanford_redos_LT_FLC4_2N-R1-Time24_R1.fastq.gz,516M
Stanford_redos_LT_FLC4_2N-R1-Time24_R2.fastq.gz,537M
Stanford_redos_LT_FLC4_2N-R1-Time32_R1.fastq.gz,456M
Stanford_redos_LT_FLC4_2N-R1-Time32_R2.fastq.gz,461M
Stanford_redos_LT_FLC4_2N-R1-Time40_R1.fastq.gz,543M
Stanford_redos_LT_FLC4_2N-R1-Time40_R2.fastq.gz,559M
Stanford_redos_LT_FLC4_2N-R1-Time48_R1.fastq.gz,1.2G
Stanford_redos_LT_FLC4_2N-R1-Time48_R2.fastq.gz,835M
Stanford_redos_LT_FLC4_2N-R1-Time56_R1.fastq.gz,647M
Stanford_redos_LT_FLC4_2N-R1-Time56_R2.fastq.gz,684M
Stanford_redos_LT_FLC4_alpha-R1-Time16_R1.fastq.gz,310M
Stanford_redos_LT_FLC4_alpha-R1-Time16_R2.fastq.gz,324M
Stanford_redos_LT_FLC4_alpha-R1-Time24_R1.fastq.gz,442M
Stanford_redos_LT_FLC4_alpha-R1-Time24_R2.fastq.gz,457M
Stanford_redos_LT_FLC4_alpha-R1-Time32_R1.fastq.gz,321M
Stanford_redos_LT_FLC4_alpha-R1-Time32_R2.fastq.gz,342M
Stanford_redos_LT_FLC4_alpha-R1-Time40_R1.fastq.gz,167M
Stanford_redos_LT_FLC4_alpha-R1-Time40_R2.fastq.gz,181M
Stanford_redos_LT_FLC4_alpha-R1-Time48_R1.fastq.gz,220M
Stanford_redos_LT_FLC4_alpha-R1-Time48_R2.fastq.gz,228M
Stanford_redos_LT_FLC4_alpha-R1-Time56_R1.fastq.gz,290M
Stanford_redos_LT_FLC4_alpha-R1-Time56_R2.fastq.gz,302M
Stanford_redos_LT_FLC4_alpha-R1-Time64_R1.fastq.gz,26M
Stanford_redos_LT_FLC4_alpha-R1-Time64_R2.fastq.gz,28M
Stanford_restart_LT_02M_NaCl_2N-R1-Time240_R1.fastq.gz,316M
Stanford_restart_LT_02M_NaCl_2N-R1-Time240_R2.fastq.gz,243M
Stanford_restart_LT_02M_NaCl_2N-R1-Time256_R1.fastq.gz,109M
Stanford_restart_LT_02M_NaCl_2N-R1-Time256_R2.fastq.gz,84M
Stanford_restart_LT_02M_NaCl_2N-R1-Time272_R1.fastq.gz,346M
Stanford_restart_LT_02M_NaCl_2N-R1-Time272_R2.fastq.gz,267M
Stanford_restart_LT_02M_NaCl_2N-R1-Time288_R1.fastq.gz,192M
Stanford_restart_LT_02M_NaCl_2N-R1-Time288_R2.fastq.gz,146M
Stanford_restart_LT_02M_NaCl_2N-R1-Time304_R1.fastq.gz,406M
Stanford_restart_LT_02M_NaCl_2N-R1-Time304_R2.fastq.gz,313M
Stanford_restart_LT_02M_NaCl_2N-R1-Time320_R1.fastq.gz,132M
Stanford_restart_LT_02M_NaCl_2N-R1-Time320_R2.fastq.gz,102M
Stanford_restart_LT_02M_NaCl_2N-R1-Time336_R1.fastq.gz,70M
Stanford_restart_LT_02M_NaCl_2N-R1-Time336_R2.fastq.gz,54M
Stanford_restart_LT_02M_NaCl_2N-R1-Time352_R1.fastq.gz,304M
Stanford_restart_LT_02M_NaCl_2N-R1-Time352_R2.fastq.gz,232M
Stanford_restart_LT_02M_NaCl_2N-R1-Time368_R1.fastq.gz,198M
Stanford_restart_LT_02M_NaCl_2N-R1-Time368_R2.fastq.gz,152M
Stanford_restart_LT_02M_NaCl_2N-R1-Time384_R1.fastq.gz,158M
Stanford_restart_LT_02M_NaCl_2N-R1-Time384_R2.fastq.gz,121M
Stanford_restart_LT_02M_NaCl_2N-R1-Time400_R1.fastq.gz,122M
Stanford_restart_LT_02M_NaCl_2N-R1-Time400_R2.fastq.gz,94M
Stanford_restart_LT_02M_NaCl_2N-R1-Time416_R1.fastq.gz,101M
Stanford_restart_LT_02M_NaCl_2N-R1-Time416_R2.fastq.gz,77M
Stanford_restart_LT_02M_NaCl_2N-R1-Time440_R1.fastq.gz,106M
Stanford_restart_LT_02M_NaCl_2N-R1-Time440_R2.fastq.gz,81M
Stanford_restart_LT_21C_2N-R1-Time240_R1.fastq.gz,40M
Stanford_restart_LT_21C_2N-R1-Time240_R2.fastq.gz,30M
Stanford_restart_LT_21C_2N-R1-Time256_R1.fastq.gz,166K
Stanford_restart_LT_21C_2N-R1-Time256_R2.fastq.gz,130K
Stanford_restart_LT_21C_2N-R1-Time272_R1.fastq.gz,412K
Stanford_restart_LT_21C_2N-R1-Time272_R2.fastq.gz,321K
Stanford_restart_LT_21C_2N-R1-Time288_R1.fastq.gz,216K
Stanford_restart_LT_21C_2N-R1-Time288_R2.fastq.gz,167K
Stanford_restart_LT_21C_2N-R1-Time304_R1.fastq.gz,254K
Stanford_restart_LT_21C_2N-R1-Time304_R2.fastq.gz,210K
Stanford_restart_LT_21C_2N-R1-Time320_R1.fastq.gz,145K
Stanford_restart_LT_21C_2N-R1-Time320_R2.fastq.gz,113K
Stanford_restart_LT_21C_2N-R1-Time336_R1.fastq.gz,76K
Stanford_restart_LT_21C_2N-R1-Time336_R2.fastq.gz,58K
Stanford_restart_LT_21C_2N-R1-Time352_R1.fastq.gz,124M
Stanford_restart_LT_21C_2N-R1-Time352_R2.fastq.gz,93M
Stanford_restart_LT_21C_2N-R1-Time368_R1.fastq.gz,91M
Stanford_restart_LT_21C_2N-R1-Time368_R2.fastq.gz,69M
Stanford_restart_LT_21C_2N-R1-Time384_R1.fastq.gz,248M
Stanford_restart_LT_21C_2N-R1-Time384_R2.fastq.gz,188M
Stanford_restart_LT_21C_2N-R1-Time400_R1.fastq.gz,250M
Stanford_restart_LT_21C_2N-R1-Time400_R2.fastq.gz,190M
Stanford_restart_LT_21C_2N-R1-Time416_R1.fastq.gz,253M
Stanford_restart_LT_21C_2N-R1-Time416_R2.fastq.gz,189M
Stanford_restart_LT_21C_2N-R1-Time440_R1.fastq.gz,230M
Stanford_restart_LT_21C_2N-R1-Time440_R2.fastq.gz,172M
